c1,ind,year,emp,wage,cap,indoutpt,n,w,k,ys,rec,yearm1,id,nL1,nL2,wL1,kL1,kL2,ysL1,ysL2,yr1976,yr1977,yr1978,yr1979,yr1980,yr1981,yr1982,yr1983,yr1984
781-1,4,1980,1.773,22.0418,.2854,104.45,.57267302,3.0929406,-1.2538636,4.6487083,781,1979,111,.68763196,.69962615,3.1519666,-1.1341358,-1.1190192,4.708178,4.738389,0,0,0,0,1,0,0,0,0
782-1,4,1981,1.6619999,22.961901,.2386,94.599998,.50802165,3.1338363,-1.4329667,4.5496573,782,1980,111,.57267302,.68763196,3.0929406,-1.2538636,-1.1341358,4.6487083,4.708178,0,0,0,0,0,1,0,0,0
783-1,4,1982,1.385,23.8057,.2,89.849998,.32570013,3.169925,-1.6094379,4.4981418,783,1981,111,.50802165,.57267302,3.1338363,-1.4329667,-1.2538636,4.5496573,4.6487083,0,0,0,0,0,0,1,0,0
784-1,4,1983,1.1720001,25.682199,.171,88.699997,.15871173,3.2457981,-1.7660917,4.48526,784,1982,111,.32570013,.50802165,3.169925,-1.6094379,-1.4329667,4.4981418,4.5496573,0,0,0,0,0,0,0,1,0
785-1,4,1984,1.097,26.0709,.1301,87.150002,.092579186,3.2608197,-2.0394518,4.4676309,785,1983,111,.15871173,.32570013,3.2457981,-1.7660917,-1.6094379,4.48526,4.4981418,0,0,0,0,0,0,0,0,1
786-1,6,1977,3.4289999,21.937901,.4373,106.8729,1.2322687,3.0882158,-.8271358,4.6716404,786,1984,112,,,,,,,,0,1,0,0,0,0,0,0,0
787-1,6,1978,3.085,21.179701,.41760001,108.6912,1.1265516,3.0530431,-.87323123,4.6885109,787,1977,112,1.2322687,,3.0882158,-.8271358,,4.6716404,,0,0,1,0,0,0,0,0,0
788-1,6,1979,3.0829999,21.625799,.38659999,107.0385,1.1259031,3.0738871,-.95036477,4.6731887,788,1978,112,1.1265516,1.2322687,3.0530431,-.87323123,-.8271358,4.6885109,4.6716404,0,0,0,1,0,0,0,0,0
789-1,6,1980,3.0710001,21.341299,.3732,103.4251,1.1220033,3.0606441,-.98564082,4.6388478,789,1979,112,1.1259031,1.1265516,3.0738871,-.95036477,-.87323123,4.6731887,4.6885109,0,0,0,0,1,0,0,0,0
790-1,6,1981,2.4760001,23.562901,.33090001,98.185799,.9066444,3.1596735,-1.105939,4.5868616,790,1980,112,1.1220033,1.1259031,3.0606441,-.98564082,-.95036477,4.6388478,4.6731887,0,0,0,0,0,1,0,0,0
791-1,6,1982,1.723,23.6346,.26800001,92.066902,.54406697,3.1627116,-1.3167683,4.5225153,791,1981,112,.9066444,1.1220033,3.1596735,-1.105939,-.98564082,4.5868616,4.6388478,0,0,0,0,0,0,1,0,0
792-1,6,1983,1.487,24.464899,.19939999,89.842903,.39676067,3.1972394,-1.6124425,4.4980626,792,1982,112,.54406697,.9066444,3.1627116,-1.3167683,-1.105939,4.5225153,4.5868616,0,0,0,0,0,0,0,1,0
793-1,6,1984,1.291,24.1618,.1513,88.459297,.25541711,3.184773,-1.8884907,4.4825425,793,1983,112,.39676067,.54406697,3.1972394,-1.6124425,-1.3167683,4.4980626,4.5225153,0,0,0,0,0,0,0,0,1
794-1,5,1976,1.824,23.2962,.22040001,93.949997,.6010319,3.1482902,-1.5123112,4.5427628,794,1984,113,,,,,,,,1,0,0,0,0,0,0,0,0
795-1,5,1977,1.919,22.200001,.2093,96.75,.65180421,3.1000924,-1.5639867,4.5721302,795,1976,113,.6010319,,3.1482902,-1.5123112,,4.5427628,,0,1,0,0,0,0,0,0,0
796-1,5,1978,1.933,22.5797,.2094,101.4,.65907317,3.1170514,-1.563509,4.6190729,796,1977,113,.65180421,.6010319,3.1000924,-1.5639867,-1.5123112,4.5721302,4.5427628,0,0,1,0,0,0,0,0,0
797-1,5,1979,1.816,23.464399,.2183,102.3,.5966363,3.1554844,-1.521885,4.6279097,797,1978,113,.65907317,.65180421,3.1170514,-1.563509,-1.5639867,4.6190729,4.5721302,0,0,0,1,0,0,0,0,0
798-1,5,1980,1.603,21.9765,.1875,100.55,.47187689,3.0899737,-1.6739764,4.6106553,798,1979,113,.5966363,.65907317,3.1554844,-1.521885,-1.563509,4.6279097,4.6190729,0,0,0,0,1,0,0,0,0
799-1,5,1981,1.308,23.019199,.1674,95.425003,.26849923,3.1363287,-1.7873691,4.5583405,799,1980,113,.47187689,.5966363,3.0899737,-1.6739764,-1.521885,4.6106553,4.6279097,0,0,0,0,0,1,0,0,0
800-1,5,1982,1.03,25.057699,.1267,97.125,.029558774,3.2211812,-2.0659332,4.5759988,800,1981,113,.26849923,.47187689,3.1363287,-1.7873691,-1.6739764,4.5583405,4.6106553,0,0,0,0,0,0,1,0,0
801-1,5,1983,.74900001,26.0665,.1068,105.925,-.28901628,3.2606509,-2.2367973,4.6627312,801,1982,113,.029558774,.26849923,3.2211812,-2.0659332,-1.7873691,4.5759988,4.5583405,0,0,0,0,0,0,0,1,0
802-1,8,1977,.57499999,24.0739,.073899999,120.5774,-.55338526,3.1811283,-2.6050425,4.7922916,802,1983,114,,,,,,,,0,1,0,0,0,0,0,0,0
803-1,8,1978,.55400002,23.7087,.072300002,119.3105,-.59059054,3.1658421,-2.6269312,4.7817292,803,1977,114,-.55338526,,3.1811283,-2.6050425,,4.7922916,,0,0,1,0,0,0,0,0,0
804-1,8,1979,.57999998,23.435101,.071999997,117.8746,-.54472721,3.1542349,-2.6310892,4.7696214,804,1978,114,-.59059054,-.55338526,3.1658421,-2.6269312,-2.6050425,4.7817292,4.7922916,0,0,0,1,0,0,0,0,0
805-1,8,1980,.48899999,23.0382,.0647,100,-.71539283,3.1371536,-2.7379942,4.6051702,805,1979,114,-.54472721,-.59059054,3.1542349,-2.6310892,-2.6269312,4.7696214,4.7817292,0,0,0,0,1,0,0,0,0
806-1,8,1981,.47099999,21.4069,.056299999,92.662102,-.7528972,3.0637133,-2.8770607,4.5289598,806,1980,114,-.71539283,-.54472721,3.1371536,-2.7379942,-2.6310892,4.6051702,4.7696214,0,0,0,0,0,1,0,0,0
807-1,8,1982,1.0549999,10.8961,.046799999,91.270401,.053540718,2.3884048,-3.061872,4.5138264,807,1981,114,-.7528972,-.71539283,3.0637133,-2.8770607,-2.7379942,4.5289598,4.6051702,0,0,0,0,0,0,1,0,0
808-1,8,1983,.44,27.4643,.0407,94.671402,-.82098055,3.312887,-3.2015271,4.5504122,808,1982,114,.053540718,-.7528972,2.3884048,-3.061872,-2.8770607,4.5138264,4.5289598,0,0,0,0,0,0,0,1,0
809-1,8,1984,.463,30.716499,.0372,97.903,-.77002823,3.4247999,-3.2914464,4.5839772,809,1983,114,-.82098055,.053540718,3.312887,-3.2015271,-3.061872,4.5504122,4.5138264,0,0,0,0,0,0,0,0,1
810-1,8,1977,1.86,17.7334,.23890001,120.5774,.6205765,2.8754499,-1.4317102,4.7922916,810,1984,115,,,,,,,,0,1,0,0,0,0,0,0,0
811-1,8,1978,1.847,17.2787,.2212,119.3105,.6135627,2.8494744,-1.508688,4.7817292,811,1977,115,.6205765,,2.8754499,-1.4317102,,4.7922916,,0,0,1,0,0,0,0,0,0
812-1,8,1979,1.738,17.116899,.21070001,117.8746,.55273503,2.8400662,-1.5573199,4.7696214,812,1978,115,.6135627,.6205765,2.8494744,-1.508688,-1.4317102,4.7817292,4.7922916,0,0,0,1,0,0,0,0,0
813-1,8,1980,1.5700001,17.5075,.1874,100,.45107564,2.8626294,-1.6745099,4.6051702,813,1979,115,.55273503,.6135627,2.8400662,-1.5573199,-1.508688,4.7696214,4.7817292,0,0,0,0,1,0,0,0,0
814-1,8,1981,1.346,20.4505,.155,92.662102,.2971372,3.0180073,-1.8643302,4.5289598,814,1980,115,.45107564,.55273503,2.8626294,-1.6745099,-1.5573199,4.6051702,4.7696214,0,0,0,0,0,1,0,0,0
815-1,8,1982,1.368,20.373501,.13860001,91.270401,.31334984,3.014235,-1.9761631,4.5138264,815,1981,115,.2971372,.45107564,3.0180073,-1.8643302,-1.6745099,4.5289598,4.6051702,0,0,0,0,0,0,1,0,0
816-1,8,1983,1.358,18.806601,.1279,94.671402,.30601305,2.9342079,-2.0565066,4.5504122,816,1982,115,.31334984,.2971372,3.014235,-1.9761631,-1.8643302,4.5138264,4.5289598,0,0,0,0,0,0,0,1,0
817-1,8,1984,1.469,17.869699,.13420001,97.903,.38458189,2.8831065,-2.008424,4.5839772,817,1983,115,.30601305,.31334984,2.9342079,-2.0565066,-1.9761631,4.5504122,4.5138264,0,0,0,0,0,0,0,0,1
818-1,8,1977,1.924,19.974899,.30720001,117.6336,.65440637,2.9944766,-1.1802562,4.7675748,818,1984,116,,,,,,,,0,1,0,0,0,0,0,0,0
819-1,8,1978,1.918,19.7248,.31439999,120.3662,.65128297,2.9818769,-1.1570892,4.7905388,819,1977,116,.65440637,,2.9944766,-1.1802562,,4.7675748,,0,0,1,0,0,0,0,0,0
820-1,8,1979,1.949,19.0903,.33149999,119.0712,.66731644,2.9491804,-1.1041275,4.7797217,820,1978,116,.65128297,.65440637,2.9818769,-1.1570892,-1.1802562,4.7905388,4.7675748,0,0,0,1,0,0,0,0,0
821-1,8,1980,1.9579999,19.435101,.3466,114.8955,.67192352,2.9670808,-1.0595839,4.7440228,821,1979,116,.66731644,.65128297,2.9491804,-1.1041275,-1.1570892,4.7797217,4.7905388,0,0,0,0,1,0,0,0,0
822-1,8,1981,1.758,19.2656,.28529999,98.777,.5641768,2.9583211,-1.254214,4.592865,822,1980,116,.67192352,.66731644,2.9670808,-1.0595839,-1.1041275,4.7440228,4.7797217,0,0,0,0,0,1,0,0,0
823-1,8,1982,1.651,20.941999,.243,92.430199,.50138116,3.0417566,-1.4146938,4.526454,823,1981,116,.5641768,.67192352,2.9583211,-1.254214,-1.0595839,4.592865,4.7440228,0,0,0,0,0,0,1,0,0
824-1,8,1983,1.63,21.027,.2155,91.837196,.48858002,3.0458074,-1.5347943,4.5200176,824,1982,116,.50138116,.5641768,3.0417566,-1.4146938,-1.254214,4.526454,4.592865,0,0,0,0,0,0,0,1,0
825-1,8,1984,1.645,22.0182,.1978,95.209999,.49774036,3.0918694,-1.6204989,4.5560851,825,1983,116,.48858002,.50138116,3.0458074,-1.5347943,-1.4146938,4.5200176,4.526454,0,0,0,0,0,0,0,0,1
826-1,3,1977,10.824,18.364799,2.3443,107.4791,2.3817658,2.9104357,.85198689,4.6772966,826,1984,117,,,,,,,,0,1,0,0,0,0,0,0,0
827-1,3,1978,10.609,19.1535,2.3636999,108.9188,2.3617027,2.9524856,.86022818,4.6906028,827,1977,117,2.3817658,,2.9104357,.85198689,,4.6772966,,0,0,1,0,0,0,0,0,0
828-1,3,1979,10.664,19.334999,2.4823999,111.5591,2.3668735,2.9619169,.90922582,4.7145543,828,1978,117,2.3617027,2.3817658,2.9524856,.86022818,.85198689,4.6906028,4.6772966,0,0,0,1,0,0,0,0,0
829-1,3,1980,8.5880003,19.156,2.214,100,2.1503658,2.952616,.79480082,4.6051702,829,1979,117,2.3668735,2.3617027,2.9619169,.90922582,.86022818,4.7145543,4.6906028,0,0,0,0,1,0,0,0,0
830-1,3,1981,7.7290001,22.414101,2.086,99.3965,2.0449796,3.1096902,.73524833,4.5991168,830,1980,117,2.1503658,2.3668735,2.952616,.79480082,.90922582,4.6051702,4.7145543,0,0,0,0,0,1,0,0,0
831-1,3,1982,7.2020001,21.628,2.0488999,99.293098,1.9743588,3.0739887,.71730304,4.5980759,831,1981,117,2.0449796,2.1503658,3.1096902,.73524833,.79480082,4.5991168,4.6051702,0,0,0,0,0,0,1,0,0
832-1,3,1983,7.0760002,21.717699,2.043,107.0929,1.9567088,3.0781276,.71441931,4.6736965,832,1982,117,1.9743588,2.0449796,3.0739887,.71730304,.73524833,4.5980759,4.5991168,0,0,0,0,0,0,0,1,0
833-1,3,1984,6.7729998,21.373899,2.1782999,113.4571,1.9129441,3.0621705,.77854472,4.7314248,833,1983,117,1.9567088,1.9743588,3.0781276,.71441931,.71730304,4.6736965,4.5980759,0,0,0,0,0,0,0,0,1
834-1,8,1976,4.027,14.3738,.39860001,116.8157,1.3930217,2.6654072,-.91979682,4.7605972,834,1984,118,,,,,,,,1,0,0,0,0,0,0,0,0
835-1,8,1977,3.79,15.0237,.417,118.2223,1.332366,2.7096288,-.87466908,4.7725668,835,1976,118,1.3930217,,2.6654072,-.91979682,,4.7605972,,0,1,0,0,0,0,0,0,0
836-1,8,1978,4.0430002,14.9687,.6444,120.1551,1.3969871,2.7059615,-.43943563,4.7887836,836,1977,118,1.332366,1.3930217,2.7096288,-.87466908,-.91979682,4.7725668,4.7605972,0,0,1,0,0,0,0,0,0
837-1,8,1979,4.9580002,15.1323,.97219998,118.8319,1.6010025,2.7168314,-.028193759,4.77771,837,1978,118,1.3969871,1.332366,2.7059615,-.43943563,-.87466908,4.7887836,4.7725668,0,0,0,1,0,0,0,0,0
838-1,8,1980,4.7690001,15.4628,.65060002,111.9164,1.5621367,2.7384372,-.42986023,4.717752,838,1979,118,1.6010025,1.3969871,2.7168314,-.028193759,-.43943563,4.77771,4.7887836,0,0,0,0,1,0,0,0,0
839-1,8,1981,4.427,15.3375,.54220003,97.554001,1.4877222,2.7303009,-.61212027,4.5804062,839,1980,118,1.5621367,1.6010025,2.7384372,-.42986023,-.028193759,4.717752,4.77771,0,0,0,0,0,1,0,0,0
840-1,8,1982,4.0500002,16.1761,.4127,92.198196,1.3987169,2.7835348,-.88503432,4.5239406,840,1981,118,1.4877222,1.5621367,2.7303009,-.61212027,-.42986023,4.5804062,4.717752,0,0,0,0,0,0,1,0,0
841-1,8,1983,3.8269999,16.9557,.3452,92.404099,1.3420812,2.8306041,-1.0636313,4.5261712,841,1982,118,1.3987169,1.4877222,2.7835348,-.88503432,-.61212027,4.5239406,4.5804062,0,0,0,0,0,0,0,1,0
842-1,2,1977,2.2190001,41.665401,.36790001,109.875,.79705667,3.729671,-.99994409,4.6993432,842,1983,119,,,,,,,,0,1,0,0,0,0,0,0,0
843-1,2,1978,2.177,28.319901,.35839999,109.875,.77794778,3.3435647,-1.0261056,4.6993432,843,1977,119,.79705667,,3.729671,-.99994409,,4.6993432,,0,0,1,0,0,0,0,0,0
844-1,2,1979,1.983,28.749399,.35479999,111.675,.68461084,3.3586168,-1.0362011,4.7155929,844,1978,119,.77794778,.79705667,3.3435647,-1.0261056,-.99994409,4.6993432,4.6993432,0,0,0,1,0,0,0,0,0
845-1,2,1980,1.965,27.135401,.35249999,108.25,.67549229,3.3008392,-1.0427047,4.6844435,845,1979,119,.68461084,.77794778,3.3586168,-1.0362011,-1.0261056,4.7155929,4.6993432,0,0,0,0,1,0,0,0,0
846-1,2,1981,1.863,24.502701,.30899999,97.25,.62218809,3.1987834,-1.174414,4.5772848,846,1980,119,.67549229,.68461084,3.3008392,-1.0427047,-1.0362011,4.6844435,4.7155929,0,0,0,0,0,1,0,0,0
847-1,2,1982,1.5420001,25.592699,.25760001,89.474998,.43308032,3.2423072,-1.3563472,4.4939594,847,1981,119,.62218809,.67549229,3.1987834,-1.174414,-1.0427047,4.5772848,4.6844435,0,0,0,0,0,0,1,0,0
848-1,2,1983,1.42,25.3738,.2208,91.650002,.35065684,3.2337172,-1.5104979,4.5179768,848,1982,119,.43308032,.62218809,3.2423072,-1.3563472,-1.174414,4.4939594,4.5772848,0,0,0,0,0,0,0,1,0
849-1,2,1984,1.265,23.2838,.20110001,94.175003,.23507211,3.1477578,-1.603953,4.5451546,849,1983,119,.35065684,.43308032,3.2337172,-1.5104979,-1.3563472,4.5179768,4.4939594,0,0,0,0,0,0,0,0,1
850-1,9,1977,1.13,22.909,.1883,105.597,.12221763,3.1315298,-1.6697189,4.6596298,850,1984,120,,,,,,,,0,1,0,0,0,0,0,0,0
851-1,9,1978,1.115,22.7145,.1974,108.3964,.10885441,3.1230035,-1.6225232,4.6857948,851,1977,120,.12221763,,3.1315298,-1.6697189,,4.6596298,,0,0,1,0,0,0,0,0,0
852-1,9,1979,1.117,23.982401,.2649,110.9044,.11064651,3.1773202,-1.3284029,4.7086687,852,1978,120,.10885441,.12221763,3.1230035,-1.6225232,-1.6697189,4.6857948,4.6596298,0,0,0,1,0,0,0,0,0
853-1,9,1980,1.224,24.901501,.2947,104.9727,.20212416,3.2149282,-1.2217973,4.6537004,853,1979,120,.11064651,.10885441,3.1773202,-1.3284029,-1.6225232,4.7086687,4.6857948,0,0,0,0,1,0,0,0,0
854-1,9,1981,1.1799999,23.655399,.2536,96.025299,.16551439,3.1635914,-1.371997,4.5646119,854,1980,120,.20212416,.11064651,3.2149282,-1.2217973,-1.3284029,4.6537004,4.7086687,0,0,0,0,0,1,0,0,0
855-1,9,1982,1.61,24.029499,.2633,91.803802,.4762342,3.1792822,-1.3344612,4.5196538,855,1981,120,.16551439,.20212416,3.1635914,-1.371997,-1.2217973,4.5646119,4.6537004,0,0,0,0,0,0,1,0,0
856-1,9,1983,1.501,25.007401,.23729999,92.487503,.4061316,3.2191718,-1.4384302,4.5270734,856,1982,120,.4762342,.16551439,3.1792822,-1.3344612,-1.371997,4.5196538,4.5646119,0,0,0,0,0,0,0,1,0
857-1,9,1984,1.47,24.1847,.2448,96.053902,.38526243,3.1857202,-1.4073137,4.5649095,857,1983,120,.4061316,.4762342,3.2191718,-1.4384302,-1.3344612,4.5270734,4.5196538,0,0,0,0,0,0,0,0,1
858-1,9,1977,1.255,25.943701,.2615,104.5512,.22713557,3.2559288,-1.341321,4.6496768,858,1984,121,,,,,,,,0,1,0,0,0,0,0,0,0
859-1,9,1978,1.334,23.2267,.2502,107.5437,.28818193,3.1453025,-1.3854947,4.6778975,859,1977,121,.22713557,,3.2559288,-1.341321,,4.6496768,,0,0,1,0,0,0,0,0,0
860-1,9,1979,1.368,23.522499,.3159,110.0804,.31334984,3.1579573,-1.1523296,4.701211,860,1978,121,.28818193,.22713557,3.1453025,-1.3854947,-1.341321,4.6778975,4.6496768,0,0,0,1,0,0,0,0,0
861-1,9,1980,1.395,25.4445,.296,108.9509,.33289441,3.2364995,-1.2173958,4.6908975,861,1979,121,.31334984,.28818193,3.1579573,-1.1523296,-1.3854947,4.701211,4.6778975,0,0,0,0,1,0,0,0,0
862-1,9,1981,1.404,26.1105,.384,98.2966,.33932534,3.2623374,-.95711273,4.5879893,862,1980,121,.33289441,.31334984,3.2364995,-1.2173958,-1.1523296,4.6908975,4.701211,0,0,0,0,0,1,0,0,0
863-1,9,1982,1.345,27.7335,.3303,92.593697,.29639402,3.3226411,-1.107754,4.5282211,863,1981,121,.33932534,.33289441,3.2623374,-.95711273,-1.2173958,4.5879893,4.6908975,0,0,0,0,0,0,1,0,0
864-1,9,1983,1.3150001,29.119499,.2976,91.5326,.2738367,3.371408,-1.212005,4.516695,864,1982,121,.29639402,.33932534,3.3226411,-1.107754,-.95711273,4.5282211,4.5879893,0,0,0,0,0,0,0,1,0
865-1,9,1984,1.296,29.403099,.27630001,94.698097,.25928259,3.3811002,-1.286268,4.550694,865,1983,121,.2738367,.29639402,3.371408,-1.212005,-1.107754,4.516695,4.5282211,0,0,0,0,0,0,0,0,1
866-1,9,1976,3.0539999,28.2073,.53979999,103.7669,1.1164522,3.3395808,-.61655658,4.6421471,866,1984,122,,,,,,,,1,0,0,0,0,0,0,0,0
867-1,9,1977,3.1600001,25.761299,.56269997,106.9042,1.1505721,3.2488732,-.57500869,4.6719332,867,1976,122,1.1164522,,3.3395808,-.61655658,,4.6421471,,0,1,0,0,0,0,0,0,0
868-1,9,1978,3.073,25.416,.6591,109.4623,1.1226543,3.235379,-.41688001,4.69558,868,1977,122,1.1505721,1.1164522,3.2488732,-.57500869,-.61655658,4.6719332,4.6421471,0,0,1,0,0,0,0,0,0
869-1,9,1979,3.0090001,26.4508,.63940001,111.9345,1.1016078,3.2752864,-.44722503,4.7179141,869,1978,122,1.1226543,1.1505721,3.235379,-.41688001,-.57500869,4.69558,4.6719332,0,0,0,1,0,0,0,0,0
870-1,9,1980,2.721,25.7973,.5309,100,1.0009995,3.2502699,-.63318157,4.6051702,870,1979,122,1.1016078,1.1226543,3.2752864,-.44722503,-.41688001,4.7179141,4.69558,0,0,0,0,1,0,0,0,0
871-1,9,1981,2.2379999,29.437201,.4483,93.186203,.80558258,3.3822591,-.80229264,4.5345998,871,1980,122,1.0009995,1.1016078,3.2502699,-.63318157,-.44722503,4.6051702,4.7179141,0,0,0,0,0,1,0,0,0
872-1,9,1982,1.766,30.726601,.36660001,90.816399,.56871712,3.4251287,-1.0034839,4.5088401,872,1981,122,.80558258,1.0009995,3.3822591,-.80229264,-.63318157,4.5345998,4.6051702,0,0,0,0,0,0,1,0,0
873-1,9,1983,1.673,31.1674,.352,93.681297,.5146184,3.4393728,-1.0441241,4.5398984,873,1982,122,.56871712,.80558258,3.4251287,-1.0034839,-.80229264,4.5088401,4.5345998,0,0,0,0,0,0,0,1,0
874-1,9,1976,.61199999,18.372299,.1227,103.7669,-.491023,2.9108441,-2.0980129,4.6421471,874,1983,123,,,,,,,,1,0,0,0,0,0,0,0,0
875-1,9,1977,.62599999,18.1238,.14229999,106.9042,-.46840492,2.8972261,-1.9498178,4.6719332,875,1976,123,-.491023,,2.9108441,-2.0980129,,4.6421471,,0,1,0,0,0,0,0,0,0
876-1,9,1978,.63800001,18.593599,.139,109.4623,-.44941697,2.9228175,-1.9732814,4.69558,876,1977,123,-.46840492,-.491023,2.8972261,-1.9498178,-2.0980129,4.6719332,4.6421471,0,0,1,0,0,0,0,0,0
877-1,9,1979,.65600002,19.7904,.13070001,111.9345,-.42159447,2.9851971,-2.0348506,4.7179141,877,1978,123,-.44941697,-.46840492,2.9228175,-1.9732814,-1.9498178,4.69558,4.6719332,0,0,0,1,0,0,0,0,0
878-1,9,1980,.65899998,18.8543,.1186,100,-.41703176,2.9367409,-2.1319988,4.6051702,878,1979,123,-.42159447,-.44941697,2.9851971,-2.0348506,-1.9732814,4.7179141,4.69558,0,0,0,0,1,0,0,0,0
879-1,9,1981,.63200003,20.2862,.1083,93.186203,-.45886585,3.0099409,-2.2228501,4.5345998,879,1980,123,-.41703176,-.42159447,2.9367409,-2.1319988,-2.0348506,4.6051702,4.7179141,0,0,0,0,0,1,0,0,0
880-1,9,1982,.63200003,20.177601,.1195,90.816399,-.45886585,3.0045731,-2.124439,4.5088401,880,1981,123,-.45886585,-.41703176,3.0099409,-2.2228501,-2.1319988,4.5345998,4.6051702,0,0,0,0,0,0,1,0,0
881-1,9,1983,.63300002,18.938,.1156,93.681297,-.45728484,2.9411705,-2.1576192,4.5398984,881,1982,123,-.45886585,-.45886585,3.0045731,-2.124439,-2.2228501,4.5088401,4.5345998,0,0,0,0,0,0,0,1,0
882-1,2,1977,.142,34.403301,.071999997,110.025,-1.9519281,3.5381525,-2.6310892,4.7007074,882,1983,124,,,,,,,,0,1,0,0,0,0,0,0,0
883-1,2,1978,.134,32.7509,.075400002,109.425,-2.0099154,3.4889305,-2.5849481,4.6952395,883,1977,124,-1.9519281,,3.5381525,-2.6310892,,4.7007074,,0,0,1,0,0,0,0,0,0
884-1,2,1979,.13500001,32.675301,.072700001,111.825,-2.0024805,3.4866195,-2.6214139,4.7169352,884,1978,124,-2.0099154,-1.9519281,3.4889305,-2.5849481,-2.6310892,4.6952395,4.7007074,0,0,0,1,0,0,0,0,0
885-1,2,1980,.131,30.1467,.069200002,110.0833,-2.032558,3.4060755,-2.6707544,4.7012372,885,1979,124,-2.0024805,-2.0099154,3.4866195,-2.6214139,-2.5849481,4.7169352,4.6952395,0,0,0,0,1,0,0,0,0
886-1,2,1981,.125,31.6479,.061799999,99.083298,-2.0794415,3.4546719,-2.7838519,4.5959611,886,1980,124,-2.032558,-2.0024805,3.4060755,-2.6707544,-2.6214139,4.7012372,4.7169352,0,0,0,0,0,1,0,0,0
887-1,2,1982,.126,29.6343,.0451,89.158302,-2.0714734,3.3889325,-3.0988731,4.4904137,887,1981,124,-2.0794415,-2.032558,3.4546719,-2.7838519,-2.6707544,4.5959611,4.7012372,0,0,0,0,0,0,1,0,0
888-1,2,1983,.123,29.370199,.041099999,91.150002,-2.0955708,3.3799806,-3.1917472,4.5125065,888,1982,124,-2.0714734,-2.0794415,3.3889325,-3.0988731,-2.7838519,4.4904137,4.5959611,0,0,0,0,0,0,0,1,0
889-1,2,1984,.122,27.0973,.035799999,93.991699,-2.1037343,3.2994342,-3.3298075,4.5432067,889,1983,124,-2.0955708,-2.0714734,3.3799806,-3.1917472,-3.0988731,4.5125065,4.4904137,0,0,0,0,0,0,0,0,1
890-1,8,1977,.45100001,19.8535,.111,117.3392,-.79628795,2.9883804,-2.198225,4.765069,890,1984,125,,,,,,,,0,1,0,0,0,0,0,0,0
891-1,8,1978,.458,19.451099,.1039,120.4718,-.78088611,2.9679036,-2.2643263,4.7914157,891,1977,125,-.79628795,,2.9883804,-2.198225,,4.765069,,0,0,1,0,0,0,0,0,0
892-1,8,1979,.454,18.9776,.101,119.1908,-.78965807,2.9432592,-2.2926347,4.7807255,892,1978,125,-.78088611,-.79628795,2.9679036,-2.2643263,-2.198225,4.7914157,4.765069,0,0,0,1,0,0,0,0,0
893-1,8,1980,.44600001,19.2195,.095600002,116.3851,-.80743629,2.9559255,-2.3475823,4.7569046,893,1979,125,-.78965807,-.78088611,2.9432592,-2.2926347,-2.2643263,4.7807255,4.7914157,0,0,0,0,1,0,0,0,0
894-1,8,1981,.39899999,19.3864,.080799997,99.388496,-.91879392,2.9645717,-2.5157783,4.5990362,894,1980,125,-.80743629,-.78965807,2.9559255,-2.3475823,-2.2926347,4.7569046,4.7807255,0,0,0,0,0,1,0,0,0
895-1,8,1982,.37,21.3976,.073600002,92.546204,-.99425226,3.0632787,-2.6091101,4.5277081,895,1981,125,-.91879392,-.80743629,2.9645717,-2.5157783,-2.3475823,4.5990362,4.7569046,0,0,0,0,0,0,1,0,0
896-1,8,1983,.36399999,22.270399,.068400003,91.553802,-1.0106014,3.1032584,-2.6823823,4.5169268,896,1982,125,-.99425226,-.91879392,3.0632787,-2.6091101,-2.5157783,4.5277081,4.5990362,0,0,0,0,0,0,0,1,0
897-1,8,1984,.35800001,22.393801,.061900001,94.940697,-1.0272223,3.1087842,-2.7822351,4.5532522,897,1983,125,-1.0106014,-.99425226,3.1032584,-2.6823823,-2.6091101,4.5169268,4.5277081,0,0,0,0,0,0,0,0,1
898-1,8,1977,.26699999,23.329399,.061799999,118.2223,-1.3205067,3.1497142,-2.7838519,4.7725668,898,1984,126,,,,,,,,0,1,0,0,0,0,0,0,0
899-1,8,1978,.264,22.635799,.070900001,120.1551,-1.3318062,3.1195326,-2.6464849,4.7887836,899,1977,126,-1.3205067,,3.1497142,-2.7838519,,4.7725668,,0,0,1,0,0,0,0,0,0
900-1,8,1979,.259,21.8032,.0691,118.8319,-1.3509272,3.0820568,-2.6722004,4.77771,900,1978,126,-1.3318062,-1.3205067,3.1195326,-2.6464849,-2.7838519,4.7887836,4.7725668,0,0,0,1,0,0,0,0,0
901-1,8,1980,.236,20.787701,.047499999,111.9164,-1.4439235,3.0343616,-3.0470257,4.717752,901,1979,126,-1.3509272,-1.3318062,3.0820568,-2.6722004,-2.6464849,4.77771,4.7887836,0,0,0,0,1,0,0,0,0
902-1,8,1981,.15899999,25.351801,.040100001,97.554001,-1.8388511,3.2328498,-3.2163789,4.5804062,902,1980,126,-1.4439235,-1.3509272,3.0343616,-3.0470257,-2.6722004,4.717752,4.77771,0,0,0,0,0,1,0,0,0
903-1,8,1982,.14399999,26.2677,.033100002,92.198196,-1.937942,3.2683401,-3.408222,4.5239406,903,1981,126,-1.8388511,-1.4439235,3.2328498,-3.2163789,-3.0470257,4.5804062,4.717752,0,0,0,0,0,0,1,0,0
